sample_id,POINT_X,POINT_Y,observed_class
231,307797.9581,2492170.613,0
234,297443.9895,2440390.665,0
235,304792.3344,2487385.133,0
236,303312.4835,2446889.25,0
237,297494.2511,2482018.102,0
238,295630.5125,2483384.303,1
239,309917.289,2471365.932,0
240,311047.8548,2455793.464,0
241,309667.13,2463564.15,1
242,300563.5173,2454035.165,0
243,302848.6765,2458654.55,0
244,303987.184,2455247.628,0
245,298332.3906,2481856.264,0
246,310972.3335,2489742.278,0
247,312808.166,2461620.179,1
248,294028.8135,2481835.653,0
249,306657.2007,2484634.026,1
250,312621.5518,2469642.307,0
251,304958.8868,2493365.607,0
252,304934.6376,2495429.344,1
253,303825.9502,2475055.21,0
254,311784.4322,2494454.185,0
255,310347.181,2472100.674,1
256,296842.9029,2439865.419,0
258,315899.159,2494665.514,0
259,313105.1981,2468320.843,1
260,318220.9881,2494826.017,0
261,298760.7465,2439620.12,0
262,308095.4442,2454943.746,0
263,311081.2102,2470430.321,0
264,300281.9061,2453847.432,1
265,304732.12,2447446.107,1
266,294687.9764,2482239.98,1
268,297171.3191,2480926.613,1
271,299041.3541,2474890.278,0
272,302596.5783,2494446.179,0
273,304607.8099,2465522.626,0
274,301610.6222,2465103.993,0
275,295247.5101,2482641.224,1
276,305196.826,2448650.693,0
278,304285.7912,2450463.905,1
279,301629.6149,2453293.55,1
280,302590.0599,2457147.794,0
281,307877.1411,2491007.188,0
282,298598.1779,2452077.995,0
283,305323.3386,2496735.684,0
284,310226.659,2456080.789,0
285,309425.6502,2467296.171,1
286,301278.6506,2491844.721,0
287,309384.3143,2463275.457,0
288,310885.7199,2460079.359,1
292,311488.5266,2461001.863,0
293,309015.0467,2458023.631,0
294,310709.4828,2452924.151,0
295,311071.7929,2460532.959,0
296,305108.3801,2464667.676,1
297,313764.2687,2496905.934,1
298,301003.1719,2457674.147,1
300,309201.5915,2454238.77,1
301,303586.7892,2494477.842,0
302,295674.0417,2482954.959,1
303,302819.6437,2456258.575,1
304,302113.0743,2467900.697,0
305,301776.7623,2446258.675,0
306,309279.1705,2495363.742,1
307,308665.573,2458944.627,0
308,301741.9992,2450273.398,0
310,311995.1717,2461257.527,0
312,296048.0206,2484862.925,0
313,304068.9822,2497330.459,0
314,307545.4952,2485738.75,0
315,295789.0859,2464033.921,0
316,308105.1712,2484727.059,0
317,311191.665,2492849.024,1
318,315832.7944,2496480.722,0
319,300479.6334,2450011.285,0
320,301451.8709,2493805.097,0
321,309030.1245,2468300.422,0
323,304029.7873,2456640.607,1
324,294892.9339,2479445.921,0
325,306758.1655,2453684.598,0
326,309983.5915,2461737.029,1
327,297098.6801,2479878.843,0
328,298035.2,2481832.248,0
329,293851.8207,2439003.852,1
331,301849.0159,2469235.242,0
333,294712.0394,2480393.247,0
335,310193.1242,2464710.035,1
336,304717.6093,2449444.808,0
339,308951.3125,2495528.627,1
340,302524.6364,2473850.513,0
341,290478.7231,2485897.131,0
343,305005.9811,2473367.546,0
344,309099.6586,2496773.766,0
345,309232.1442,2461908.935,0
346,311488.0356,2468227.886,0
347,305448.981,2466648.89,0
348,310491.2136,2465005.117,0
349,319864.1954,2480945.103,0
350,295148.4088,2441347.498,0
351,308962.8524,2453788.044,0
352,302076.5517,2496564.66,0
354,301211.331,2452140.573,0
355,311949.1786,2492781.178,0
356,305457.5212,2463401.623,0
357,301156.4859,2462815.466,0
358,295120.4946,2484311.69,0
359,296808.9444,2477639.734,0
360,307888.793,2452220.432,0
361,303125.8629,2471570.645,0
362,312157.2062,2459415.821,1
363,302355.8278,2476069.346,1
364,313636.0656,2492174.653,1
365,307296.3495,2462152.637,0
366,307433.3395,2463309.288,1
368,312903.8876,2489306.83,0
369,301813.8485,2491045.742,1
370,309480.6329,2495611.419,0
372,312387.5875,2490257.866,0
373,308708.6329,2467692.193,1
374,303549.0695,2466530.52,1
377,302164.6434,2459633.944,1
378,300197.3828,2493945.295,0
379,306436.3747,2484751.052,0
380,295408.1276,2484794.513,1
381,311130.7535,2489137.427,0
382,305910.0588,2451352.65,0
383,313757.5036,2496300.246,0
384,313152.6179,2473760.797,0
388,305305.2352,2497182.176,0
391,305145.7449,2487580.848,0
393,312943.9742,2464117.656,0
394,308620.8524,2458694.388,1
395,312004.0417,2472868.197,0
396,313723.5082,2491418.402,1
397,311676.0691,2494561.131,1
398,311434.0196,2491356.608,0
399,296023.6837,2482399.597,0
400,307630.5352,2497057.742,0
401,304297.4143,2473036.446,0
402,310248.1929,2468551.562,0
406,296942.947,2468794.819,0
408,307477.7563,2453579.456,0
409,296060.0544,2479295.547,0
411,304832.3938,2486533.863,0
412,303069.5871,2488131.861,0
413,292199.1526,2490194.919,0
414,302207.1731,2474742.77,0
415,305555.7038,2489911.503,0
416,314212.8925,2489296.775,1
417,301903.6747,2474172.138,0
418,311731.5379,2466565.932,0
419,306672.9869,2496278.764,0
420,314538.8562,2498090.984,0
421,312639.9943,2471537.73,0
424,301824.7384,2463088.185,0
425,311899.1137,2496258.49,0
426,302172.3956,2471087.15,0
427,298635.3679,2439925.748,0
428,301971.4413,2454137.399,0
430,299419.6445,2495671.4,0
431,309066.98,2462811.901,0
432,302525.7541,2494521.825,0
433,305417.7983,2453031.962,0
434,306913.7285,2486097.899,0
435,302205.3284,2456981.35,1
436,305560.4624,2476692.522,1
438,307820.5966,2485810.881,0
439,303186.2395,2457631.18,0
440,305132.7386,2495643.6,0
441,300036.8763,2454847.389,0
442,302074.5563,2451345.177,1
443,311892.5261,2476040.711,0
444,291934.7209,2491481.779,0
445,296731.6434,2483110.661,1
446,305905.2125,2487748.42,0
447,311605.6411,2496047.6,0
448,301500.6863,2459039.916,0
449,307999.1552,2462949.527,1
450,319570.723,2496022.456,1
451,309341.7172,2472442.903,0
452,311663.0363,2465607.669,1
453,300176.0939,2454600.217,1
454,301936.7843,2463343.898,0
455,296717.7756,2477126.743,0
456,296502.5179,2478152.262,0
457,303841.2902,2474001.079,0
458,299960.6352,2449315.164,0
460,293619.6,2479423.431,1
461,309496.8313,2452511.872,0
462,305149.7438,2451890.16,1
465,311610.0158,2472253.426,0
466,310601.4612,2463916.044,0
468,305091.5512,2485328.123,1
469,294030.1267,2480961.605,0
470,306327.366,2496613.526,0
472,301076.5741,2452431.947,1
473,317131.8244,2495151.531,0
474,306458.4377,2450650.749,0
476,301436.8394,2468203.519,0
477,300856.1868,2449787.361,0
479,296371.7939,2483362.558,0
481,306683.9581,2494635.766,1
482,309241.9808,2466955.051,1
483,306790.2649,2474662.778,0
484,306214.1279,2475044.04,0
485,301910.2732,2473366.391,0
487,306926.7779,2474008.96,0
488,302684.9604,2447388.528,0
489,301636.3584,2450039.441,0
490,304738.0687,2491669.862,0
491,302759.6686,2467468.591,0
492,303839.6296,2474743.936,0
495,298148.903,2496935.2,0
496,306902.5137,2497209.253,0
498,295150.4999,2478471.625,1
499,310535.6842,2488543.709,0
500,310966.6167,2456947.191,1
501,309622.9568,2453332.086,0
502,307003.9568,2496334.746,0
503,306639.4842,2496395.657,0
506,294824.2588,2438907.682,1
507,308461.0785,2456360.006,0
509,300759.3506,2444912.785,0
510,316414.251,2497227.292,0
512,304407.8786,2452554.242,0
518,304224.885,2455567.275,0
519,318793.3904,2496196.795,1
520,303531.1604,2490492.445,0
521,313097.4377,2465399.095,1
522,303509.1597,2471636.302,0
523,309274.7508,2471732.135,0
524,297037.7331,2480214.576,0
525,310413.8053,2453194.351,0
527,300988.8416,2472329.648,0
528,314464.661,2489989.338,0
530,301638.6945,2495632.289,0
531,309848.0789,2458043.681,0
532,310225.3055,2454688.507,1
535,311602.6086,2461602.976,0
536,303631.6146,2464224.924,1
537,305302.1951,2454783.002,0
539,301728.3714,2447742.184,1
540,303236.7154,2474767.871,0
541,294093.2261,2439204.13,0
542,312091.1195,2462826.73,0
543,302223.1166,2494539.476,0
544,304432.0996,2463834.193,0
545,312218.6056,2495575.285,0
546,309781.2709,2495395.464,1
547,290709.5191,2489703.633,0
548,310164.6954,2456351.439,1
549,309414.092,2472366.959,0
550,302813.8424,2475733.857,0
552,303376.9968,2453825.164,0
553,316145.811,2494815.517,0
554,304561.2331,2496331.928,0
555,305357.1997,2498209.994,0
556,306318.2331,2455697.653,1
558,310720.9307,2469885.182,0
559,296366.4914,2438310.587,0
560,308651.0098,2453384.505,0
562,305820.3615,2485071.275,1
563,311569.8706,2469301.129,1
564,300410.4877,2457662.767,1
566,310121.8864,2470299.317,0
567,309271.0834,2491097.97,0
569,303591.1747,2463745.596,1
570,306256.235,2463422.903,1
571,296138.3647,2482925.063,1
572,311218.1847,2456634.87,0
573,299534.3532,2475568.472,0
574,301135.8404,2439410.737,1
575,311326.6767,2490661.015,0
576,310416.3152,2459843.644,0
577,313409.2394,2470190.038,0
578,311460.0363,2463948.587,0
579,309582.2501,2463973.499,1
581,309782.0144,2494623.516,0
583,303478.8809,2466553.166,0
584,300925.4892,2495868.199,0
585,300287.5549,2444592.317,0
586,302323.7443,2493126.617,1
587,306287.6344,2463511.862,1
588,306893.8779,2452375.057,0
589,310247.1877,2468542.994,0
590,307254.5252,2464011.952,0
591,311402.7893,2490160.972,1
592,319335.9355,2496644.551,1
593,309154.3586,2458294.721,0
595,299170.0949,2444552.404,1
596,293528.4814,2484454.958,1
597,310499.924,2471547.902,1
598,312879.7117,2468529.329,0
599,316551.9148,2493081.808,0
601,312793.5112,2465112.875,0
602,290480.0806,2482845.313,1
604,313627.4304,2492446.058,1
606,306180.8243,2485014.454,1
607,306279.9725,2476570.877,1
608,311102.5607,2457609.21,1
610,305337.7019,2488817.659,0
611,302807.2378,2474491.026,0
612,301725.7563,2464516.616,1
613,305569.2996,2473113.766,0
614,293993.6164,2485144.575,1
615,306830.3207,2492348.525,1
616,294578.4769,2483706.123,1
617,301082.5613,2444565.066,1
618,295573.252,2480850.947,0
619,302814.8828,2475741.483,0
621,302402.8588,2467710.487,0
623,304458.8998,2452917.455,1
624,308518.2161,2491971.661,1
625,299873.0968,2474835.892,0
626,311771.2335,2490790.725,1
627,301929.4391,2496388.736,0
628,306184.3785,2488927.021,0
629,312199.4055,2464128.162,0
630,314646.7862,2490156.555,0
632,297978.9467,2483654.802,0
633,305334.5653,2472771.2,0
634,313368.4463,2460872.845,0
635,309961.8025,2457064.829,0
636,309875.9079,2493642.335,0
637,303171.3213,2445769.255,0
638,309722.1012,2462207.15,1
639,307958.6884,2497596.693,1
640,298802.2735,2474417.804,0
641,297287.1526,2482193.954,1
642,297933.7178,2482782.995,0
643,299339.4963,2476087.543,0
644,309518.0512,2453589.57,0
645,302576.6165,2477688.383,0
646,302781.32,2493386.346,0
647,305090.6086,2497593.07,1
648,308561.5954,2455312.854,0
649,299253.0497,2454087.354,0
650,299854.8824,2454990.232,0
651,308568.1105,2452435.315,0
652,311223.1471,2471849.734,0
653,314253.9887,2491227.209,0
654,309544.8483,2452667.215,0
655,294553.839,2480839.038,1
658,297965.6156,2482331.648,0
659,302237.1827,2452116.078,1
660,312845.0557,2469517.075,0
662,302524.1609,2473285.592,1
663,294184.4161,2481875.402,0
664,308939.9438,2452481.015,0
665,303894.0497,2464434.017,0
667,301466.1116,2469021.104,1
668,311484.4093,2475739.361,0
669,294350.507,2479333.071,1
670,300519.0823,2449559.929,0
671,311035.4905,2454826.729,0
673,319830.1889,2496122.078,1
675,309095.9725,2470931.1,0
676,301877.1017,2452845.919,1
678,311804.9127,2490563.634,0
680,297322.9028,2478417.756,1
681,307067.6865,2449174.36,0
682,308033.0866,2489319.839,0
683,312525.0129,2463944.518,0
685,307826.699,2450553.061,0
687,296789.8191,2441397.754,0
688,293869.7416,2481546.078,0
689,298872.0701,2449692.085,1
691,304904.0786,2464706.775,0
692,302973.9825,2465837.232,0
693,302609.933,2462579.379,0
694,303852.1077,2495983.582,0
695,303862.3613,2463036.611,0
696,309809.5441,2496007.995,0
697,301369.5777,2492664.665,0
698,289605.0592,2485549.217,1
699,305163.2248,2487556.824,0
700,303554.1445,2459870.818,0
701,311139.2542,2487575.115,0
702,300156.1409,2456884.598,0
703,309038.5453,2451758.204,0
704,294993.4608,2483166.521,0
705,306249.1911,2497463.932,1
706,301780.23,2477713.927,0
707,303878.4261,2464644.138,1
708,308388.4293,2465189.704,0
710,309185.6225,2491374.16,0
711,301309.2142,2460925.497,0
712,303027.2384,2459782.651,0
713,305035.5537,2455527.018,0
715,311635.1695,2466996.437,0
716,302051.1544,2440821.084,0
717,311507.8491,2466512.212,0
718,300655.1213,2440301.422,0
719,308987.5821,2459515.799,1
722,305849.5943,2465736.188,1
723,308567.4016,2496062.959,1
724,300558.4351,2454348.181,0
725,306177.4532,2496523.276,0
726,291121.1205,2490974.0,1
727,302948.3196,2459074.924,1
728,304277.7976,2464184.79,0
729,302005.5296,2447912.116,1
730,309451.4024,2470077.417,0
731,301238.5909,2493803.576,0
732,306642.6632,2463445.333,0
733,303445.1505,2452633.366,0
734,303613.4278,2452767.537,1
735,305059.7397,2473973.192,0
737,307356.1024,2455109.453,1
739,296154.4427,2484577.858,0
740,300405.534,2495755.36,0
742,296987.5876,2480636.696,0
743,308131.3,2491879.715,1
744,312300.9916,2492250.661,0
745,318002.5106,2497298.383,0
746,303583.1942,2464635.403,1
747,311016.8954,2456734.312,1
748,317538.0642,2492325.174,0
749,304872.8159,2495270.622,0
750,303933.9986,2489224.016,0
751,313447.5336,2463333.87,0
752,306486.0269,2452552.22,0
753,309848.042,2456543.922,1
754,311520.5483,2496221.48,0
755,302535.6815,2465341.499,0
756,296797.9454,2482477.852,0
758,304863.7306,2450943.001,1
759,305790.7671,2449885.986,0
760,304894.3716,2466656.277,1
761,289417.584,2489906.446,0
762,296349.9974,2479885.375,0
763,298455.262,2480133.271,0
764,317580.0116,2492915.626,0
765,309604.5433,2466950.928,0
767,306641.7868,2488967.539,0
768,308306.0144,2466145.5,0
772,295990.3671,2482931.2,1
773,307881.0138,2453213.624,1
775,305609.537,2454620.588,0
776,310431.9964,2457106.107,1
777,293992.2112,2439392.823,0
778,306421.1438,2451845.458,1
780,299374.5666,2444106.412,0
781,313825.8768,2496346.209,0
783,309544.2721,2469526.522,0
784,307944.3837,2453463.715,0
785,306160.3941,2486891.938,0
786,304088.988,2494824.45,0
787,308772.2916,2458919.829,0
789,311448.6787,2462852.384,0
790,303209.3089,2452457.291,0
791,301987.5505,2449341.564,0
792,308862.9198,2464501.552,0
793,300112.5927,2454213.852,1
794,297353.5139,2468738.824,1
795,300392.7711,2457643.202,0
796,290734.1344,2483086.307,0
797,304364.2985,2453469.822,1
798,306708.8523,2497257.961,0
799,304159.4082,2448946.203,0
800,300444.0657,2447357.019,0
801,296111.4562,2453614.244,0
802,319652.529,2495954.496,0
803,295835.8974,2464622.832,0
805,301886.2229,2495348.271,0
807,292440.2571,2490865.113,0
808,311984.0354,2496185.008,1
809,303187.0976,2467197.94,0
810,296820.4866,2441786.646,0
811,311044.0297,2489290.577,0
812,313148.1901,2495752.944,0
814,315236.3609,2498129.036,0
815,298974.039,2445586.688,0
816,302457.6405,2493090.539,0
817,301153.4372,2495324.717,0
819,302286.8001,2458212.703,1
820,303650.9415,2473024.616,0
821,297317.1135,2467884.21,0
822,301692.8461,2440046.08,0
823,311785.0983,2460745.82,1
824,305376.2805,2495555.596,0
825,309805.7895,2459149.129,0
826,310819.6,2468113.548,1
827,312156.4358,2473813.637,0
828,301679.8396,2447624.122,0
829,295150.8379,2440252.315,0
830,306963.3902,2452417.824,1
831,303033.3914,2460521.946,0
832,303602.6331,2473712.719,1
833,303360.5991,2474578.339,0
834,315244.3294,2496440.36,0
836,310662.6322,2458854.179,0
837,295715.6099,2481225.342,0
838,297375.0992,2440222.243,0
840,309445.9671,2469345.837,0
841,297623.9964,2469729.737,0
842,301527.5519,2445969.698,0
844,314280.029,2489642.417,0
845,309389.8504,2470044.733,1
846,311998.9691,2463539.225,0
847,303348.4576,2492856.438,0
848,311554.9872,2474636.759,0
850,303208.3831,2471775.54,0
851,302837.9346,2493058.494,0
852,302351.8257,2497434.341,0
853,308258.8754,2486879.704,0
854,294624.536,2441562.655,0
855,309525.0393,2491150.595,0
856,306151.5752,2487133.553,0
857,301177.009,2444383.924,0
859,301114.8645,2458755.238,0
860,313094.638,2465235.769,0
862,316573.2892,2497560.504,1
865,304871.6025,2472243.303,0
866,319030.2386,2497204.958,0
867,301476.1625,2473703.766,0
868,303507.8794,2457948.003,1
869,289336.7514,2490066.176,0
870,300283.3341,2454075.794,1
871,307553.8123,2463251.204,0
872,295282.1739,2438766.658,0
873,302409.1903,2477277.385,1
874,302479.0833,2495663.737,1
876,301373.4448,2495337.44,0
877,311077.3685,2488218.141,0
879,304734.0747,2451491.586,1
880,304507.3322,2462757.485,0
881,307685.017,2461955.81,0
883,310918.8708,2492590.629,0
884,310780.4225,2493113.09,0
885,306923.1111,2496453.038,0
887,305603.4708,2463362.725,0
888,312220.6607,2472331.955,0
889,304252.1751,2491312.125,0
890,311129.1847,2468931.595,0
892,291780.6305,2491182.076,0
893,301415.8094,2478723.021,0
894,299133.0994,2496220.083,0
895,301689.9649,2493771.234,0
896,306768.7456,2498211.183,1
897,307790.4675,2456205.002,0
898,308260.7143,2454779.462,0
899,307819.0453,2463939.437,0
900,312113.9981,2496776.404,0
902,311996.1346,2472906.841,1
903,304239.1625,2463177.311,1
904,304446.0352,2462327.796,0
905,312189.8484,2488606.767,0
906,312201.2448,2494204.804,0
907,310345.0184,2452991.073,0
909,311791.0138,2495211.309,0
910,314709.833,2498209.801,1
912,294973.8299,2484111.18,1
913,301293.7895,2470662.984,0
914,306861.5889,2465699.236,1
915,305555.5115,2494694.113,0
917,309635.2278,2457407.872,0
918,306880.1312,2464009.105,1
919,309150.0972,2472494.196,0
920,303609.0898,2490545.073,0
924,295255.7129,2441272.054,1
925,300090.867,2445417.483,1
926,304307.0762,2491058.86,0
927,310579.9754,2492130.78,1
928,303052.6129,2497576.773,0
929,309133.6513,2467174.692,1
930,301299.8676,2446772.212,1
932,304871.2956,2488141.273,1
933,309036.9761,2493159.887,0
934,299714.2593,2455437.276,1
935,305583.1889,2463908.85,1
936,306635.9536,2497014.078,0
939,305062.56,2474166.434,1
940,302456.4942,2467988.713,1
941,306494.2485,2475743.388,0
942,306526.2596,2462416.092,0
943,312286.2781,2489150.711,0
944,303060.1961,2448359.026,0
945,303068.6443,2449850.897,1
946,309409.6879,2471938.461,0
949,309187.637,2453914.279,0
950,304357.6624,2489290.743,0
951,309657.4824,2493367.998,1
952,302866.1118,2466167.418,1
953,296537.0876,2483619.474,0
954,303105.8892,2460651.744,1
955,301609.5385,2445807.135,0
956,302257.4382,2452281.699,0
957,300294.627,2493804.806,0
958,312920.6253,2472919.233,0
959,301350.5835,2447272.669,1
960,308763.0122,2473962.625,0
961,299313.5466,2495793.413,0
962,308545.2318,2473663.353,0
964,309816.5785,2452667.666,0
965,306107.3249,2472017.116,1
966,307048.9269,2463850.933,0
967,305553.4184,2453929.055,1
968,300228.9947,2453064.714,1
969,308288.3907,2464589.825,0
970,306693.2815,2484196.038,0
971,307182.114,2490862.738,0
972,310161.3061,2459636.034,0
973,296054.716,2453929.237,1
974,313357.2201,2460951.875,0
975,305107.4785,2463828.422,1
976,311155.1831,2457836.841,1
977,311220.6123,2464220.789,0
978,302425.8755,2458142.436,0
979,291908.9969,2490447.826,0
980,300254.3477,2449485.399,0
981,297546.3599,2469750.258,0
982,302925.426,2455558.265,0
983,308681.5873,2495176.995,1
985,307397.9278,2490693.509,0
986,308441.7646,2471900.351,0
987,318432.9862,2495483.487,0
988,302026.4077,2459643.565,0
989,303142.6815,2476469.207,0
990,305425.168,2484722.088,0
991,310411.0875,2474629.035,0
992,302166.3128,2454740.145,0
993,306698.9824,2486615.375,0
994,304844.0755,2473335.096,0
996,306162.6971,2476652.801,0
997,306384.855,2449807.184,0
998,302327.0757,2467376.752,0
999,311058.2381,2489981.782,0
1001,302603.0958,2465535.784,1
1002,297414.0484,2469746.821,0
1003,312550.5768,2490893.212,0
1004,303088.7263,2489481.715,0
1005,311594.1996,2459888.189,1
1006,309525.9947,2452733.728,0
1007,302056.7745,2448371.172,1
1008,313280.0202,2491580.4,0
1010,298403.2682,2452988.711,0
1011,299717.5736,2495875.737,0
1012,304063.4695,2491102.55,0
1014,317485.8923,2495670.067,0
1015,299143.1162,2475436.288,0
1016,294593.0551,2440659.369,1
1017,310799.5247,2460228.756,1
1018,309998.7746,2466851.021,0
1019,301610.1965,2472068.229,0
1020,303400.9295,2478046.105,0
1022,306653.2643,2448530.881,0
1023,310681.9562,2472986.064,0
1024,317637.4859,2492264.264,0
1025,301047.4759,2494799.701,0
1026,293248.238,2482233.533,0
1027,309914.2522,2490473.447,1
1028,304229.4106,2498031.262,1
1029,305627.7554,2451838.13,1
1030,302787.3245,2448975.967,0
1031,310274.6759,2474981.737,0
1032,296942.57,2496889.91,0
1033,293781.4455,2439958.582,0
1034,311715.95,2468868.894,0
1035,296170.7618,2467375.87,1
1036,312633.6787,2490035.751,0
1037,304184.4544,2456628.941,0
1038,296478.1917,2463917.795,1
1039,306536.3469,2489909.282,1
1040,289319.8287,2489954.793,0
1042,308057.8717,2491828.965,1
1044,301656.5933,2467098.178,0
1046,309943.6447,2495808.587,0
1047,293715.2799,2481153.304,0
1048,306173.7161,2466452.521,1
1049,303970.2952,2488891.407,1
1051,296290.5439,2439238.347,0
1052,312092.4493,2496095.713,0
1053,303532.834,2475471.999,0
1054,303937.4249,2464245.734,0
1055,313429.2275,2489008.615,0
1056,308984.2199,2489820.83,0
1059,303640.3077,2464817.48,1
1061,313057.1912,2467564.428,0
1062,312637.6011,2493284.056,1
1063,304513.6645,2489868.508,1
1064,296522.766,2481699.987,0
1068,303626.3211,2451936.487,1
1069,312759.7165,2491474.619,1
1070,311505.6624,2493623.257,1
1071,309323.7659,2465382.659,0
1072,301141.1987,2462434.252,0
1073,310186.9704,2473066.373,1
1074,319200.7184,2495538.446,0
1076,304411.3753,2451550.7,0
1077,306691.8983,2454869.694,0
1078,297377.8974,2467842.81,0
1080,298410.7367,2481712.428,0
1081,312047.6697,2489982.142,1
1084,314011.3498,2494747.446,0
1085,301449.6246,2491242.25,1
1086,310874.3498,2490889.688,0
1087,307641.0792,2497088.934,0
1088,300482.1558,2454752.246,1
1090,305712.0231,2490504.304,0
1091,313031.2441,2469810.248,1
1093,302800.199,2472298.665,1
1094,299597.6103,2453977.457,0
1095,309102.4629,2460194.978,0
1096,299986.0934,2450163.011,0
1099,317277.4626,2492666.694,0
1101,302936.1248,2460232.038,0
1102,307609.1872,2487499.14,0
1103,299359.2486,2497826.136,0
1104,305308.6347,2455450.523,0
1105,298778.8614,2496377.833,0
1106,315249.4787,2497193.135,0
1107,307102.892,2487047.961,1
1109,301097.5915,2496680.272,0
1110,317704.6123,2494455.931,0
1111,310612.7364,2470724.37,0
1112,306830.5746,2492502.308,0
1113,308990.2541,2470032.933,0
1114,305612.3259,2490373.145,0
1115,303202.6796,2476324.041,1
